threat_id,user_id,threat_type,severity,confidence,evidence,first_observed,last_observed,related_hostname,related_alert_count,recommended_action
THR00484,EMP11986,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-11986) within 24 hours,2026-08-28 00:00:00,2026-08-29 00:00:00,ws-11986,2,Review the administrative command/process activity and associated account actions
THR00485,EMP12005,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12005) within 24 hours,2026-08-29 21:18:57,2026-08-29 22:48:29,vdr-12005,2,Review the administrative command/process activity and associated account actions
THR00486,EMP12020,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12020) within 24 hours,2026-08-27 19:25:00,2026-08-28 12:53:00,vdr-12020,2,Review the administrative command/process activity and associated account actions
THR00487,EMP12031,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-12031) within 24 hours,2026-09-06 05:09:50,2026-09-07 01:39:22,ws-12031,2,Review the administrative command/process activity and associated account actions
THR00488,EMP12046,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-12046) within 24 hours,2026-08-27 04:15:23,2026-08-27 19:21:20,lpt-12046,2,Review the administrative command/process activity and associated account actions
THR00489,EMP12048,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-12048) within 24 hours,2026-08-21 00:00:00,2026-08-21 08:39:18,ws-12048,2,Review the administrative command/process activity and associated account actions
THR00490,EMP12083,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-12083) within 24 hours,2026-08-20 17:52:35,2026-08-21 16:07:00,lpt-12083,2,Review the administrative command/process activity and associated account actions
THR00493,EMP12157,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12157) within 24 hours,2026-08-23 14:49:50,2026-08-24 04:52:45,vdr-12157,2,Review the administrative command/process activity and associated account actions
THR00494,EMP12160,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12160) within 24 hours,2026-08-11 07:39:01,2026-08-12 00:00:00,vdr-12160,2,Review the administrative command/process activity and associated account actions
THR00496,EMP12206,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-12206) within 24 hours,2026-08-08 05:54:27,2026-08-09 00:00:00,ws-12206,2,Review the administrative command/process activity and associated account actions
THR00497,EMP12219,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-12219) within 24 hours,2026-08-18 17:56:18,2026-08-19 11:12:45,ws-12219,2,Review the administrative command/process activity and associated account actions
THR00498,EMP12232,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-12232) within 24 hours,2026-08-05 00:00:00,2026-08-05 00:00:00,ws-12232,2,Review the administrative command/process activity and associated account actions
THR00500,EMP12343,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-12343) within 24 hours,2026-09-08 00:27:12,2026-09-08 13:32:23,ws-12343,2,Review the administrative command/process activity and associated account actions
THR00501,EMP12361,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (ws-12361) within 24 hours,2026-08-16 00:25:26,2026-08-16 08:25:33,ws-12361,2,Review the administrative command/process activity and associated account actions
THR00503,EMP12395,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12395) within 24 hours,2026-08-05 08:45:31,2026-08-06 04:35:39,vdr-12395,2,Review the administrative command/process activity and associated account actions
THR00504,EMP12439,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-12439) within 24 hours,2026-08-13 20:19:25,2026-08-13 22:47:59,ws-12439,2,Review the administrative command/process activity and associated account actions
THR00505,EMP12450,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12450) within 24 hours,2026-08-09 04:37:00,2026-08-09 04:57:37,vdr-12450,2,Review the administrative command/process activity and associated account actions
THR00506,EMP12459,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (lpt-12459) within 24 hours,2026-09-06 19:03:13,2026-09-07 00:28:12,lpt-12459,2,Review the administrative command/process activity and associated account actions
THR00509,EMP12567,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12567) within 24 hours,2026-08-28 00:00:00,2026-08-28 00:00:00,vdr-12567,2,Review the administrative command/process activity and associated account actions
THR00510,EMP12578,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (lpt-12578) within 24 hours,2026-09-01 16:07:04,2026-09-02 02:28:58,lpt-12578,2,Review the administrative command/process activity and associated account actions
THR00512,EMP12603,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-12603) within 24 hours,2026-08-31 11:36:00,2026-08-31 22:15:18,lpt-12603,2,Review the administrative command/process activity and associated account actions
THR00513,EMP12606,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell and security-tampering activity were observed on the same hostname (ws-12606) within 24 hours,2026-08-08 00:00:00,2026-08-08 15:09:31,ws-12606,2,Review the administrative command/process activity and associated account actions
THR00514,EMP12630,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12630) within 24 hours,2026-08-29 06:19:53,2026-08-29 11:49:46,vdr-12630,2,Review the administrative command/process activity and associated account actions
THR00515,EMP12642,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (ws-12642) within 24 hours,2026-09-07 03:51:01,2026-09-07 17:16:00,ws-12642,2,Review the administrative command/process activity and associated account actions
THR00517,EMP12683,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-12683) within 24 hours,2026-08-03 23:53:48,2026-08-04 15:02:38,lpt-12683,2,Review the administrative command/process activity and associated account actions
THR00518,EMP12702,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (lpt-12702) within 24 hours,2026-09-04 15:54:04,2026-09-04 16:00:39,lpt-12702,2,Review the administrative command/process activity and associated account actions
THR00519,EMP12738,Suspicious Administrative Activity,High,High,A high-risk IAM event and security-tampering activity were observed on the same hostname (vdr-12738) within 24 hours,2026-08-31 09:16:00,2026-08-31 11:01:01,vdr-12738,2,Review the administrative command/process activity and associated account actions
THR00520,EMP12760,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-12760) within 24 hours,2026-09-08 00:00:00,2026-09-08 20:50:00,ws-12760,2,Review the administrative command/process activity and associated account actions
THR00521,EMP12835,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12835) within 24 hours,2026-08-11 00:17:00,2026-08-11 17:46:17,vdr-12835,2,Review the administrative command/process activity and associated account actions
THR00522,EMP12851,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (ws-12851) within 24 hours,2026-08-21 18:18:50,2026-08-22 03:48:58,ws-12851,2,Review the administrative command/process activity and associated account actions
THR00523,EMP12869,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12869) within 24 hours,2026-08-10 19:34:04,2026-08-11 00:00:00,vdr-12869,2,Review the administrative command/process activity and associated account actions
THR00525,EMP12921,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (lpt-12921) within 24 hours,2026-08-31 21:31:50,2026-09-01 07:03:00,lpt-12921,2,Review the administrative command/process activity and associated account actions
THR00526,EMP12945,Suspicious Administrative Activity,High,High,A high-risk IAM event and PowerShell activity were observed on the same hostname (vdr-12945) within 24 hours,2026-08-08 22:10:44,2026-08-09 09:19:00,vdr-12945,2,Review the administrative command/process activity and associated account actions
THR00369,EMP10124,Malware + Lateral Movement,High,Medium,"Malware and lateral-movement alerts were observed for the same user within 24 hours, but same-host corroboration was unavailable",2026-08-21 02:25:00,2026-08-21 14:12:00,,2,Review endpoint telemetry and validate the affected asset before escalation
THR00374,EMP10403,Malware + Lateral Movement,High,Medium,"Malware and lateral-movement alerts were observed for the same user within 24 hours, but same-host corroboration was unavailable",2026-08-04 17:45:54,2026-08-05 00:00:00,,2,Review endpoint telemetry and validate the affected asset before escalation
