log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_join_key,src_ip_valid,dst_ip_valid,src_port_status,dst_port_status,bytes_sent_status,bytes_received_status
FW000020170,2026-08-09 00:00:00,vdr-12893.corp.local,169.40.188.185,,443,80,TCP,ALLOW,1607392,,SID858198,False,,IN,vdr-12893,True,False,valid,valid,valid,missing
FW000023784,2026-08-11 17:27:20,vdr-10633,,,3306,443,TCP,DENY,14707871,,SID550759,True,DENY_TELNET,IN,vdr-10633,False,False,valid,valid,valid,missing
FW000021559,2026-08-09 09:12:00,vdr-11247,100.171.92.74,61.160.41.26,3306,,TCP,ALLOW,8572182,12092334,SID804390,False,,IN,vdr-11247,True,True,valid,missing,valid,valid
FW000021125,2026-08-20 10:49:55,ws-10982,,94.237.245.135,8080,445,TCP,ALLOW,29081019,15120466,,False,,,ws-10982,False,True,valid,valid,valid,valid
FW000007321,2026-08-23 15:07:00,vdr-11130,172.16.201.25,,53,,TCP,ALLOW,35894012,22502441,SID770204,False,UNKNOWN,US,vdr-11130,True,False,valid,missing,valid,valid
FW000014143,2026-08-17 00:00:00,lpt-12292.corp.local,186.63.62.161,126.193.193.77,1433,8443,TCP,DENY,33947833,21815662,SID129093,False,DENY_TELNET,,lpt-12292,True,True,valid,valid,valid,valid
FW000005299,2026-08-18 00:00:00,lpt-10863,,47.160.72.118,8443,,UDP,ALLOW,10793015,12487743,SID424855,False,BLOCK_TOR_EXIT,,lpt-10863,False,True,valid,invalid,valid,valid
FW000022426,2026-08-10 00:00:00,lpt-11414,,172.16.65.69,8080,53,TCP,ALLOW,45772523,37373466,SID228666,True,MONITOR_DB_ACCESS,CN,lpt-11414,False,True,valid,valid,valid,valid
FW000028763,2026-08-31 11:04:45,ws-10837,197.159.69.103,192.168.34.29,,8080,TCP,DENY,80107,39625445,SID153334,False,,UNKNOWN,ws-10837,True,True,missing,valid,valid,valid
FW000004241,2026-08-25 00:00:00,,138.255.125.71,172.16.119.129,80,8443,UDP,DENY,1763664,,SID458998,False,ALLOW_OFFICE_APPS,RU,,True,True,valid,valid,valid,missing
FW000021969,2026-08-03 00:00:00,vdr-11413,,,135,1433,TCP,ALLOW,,,SID483812,False,BLOCK_TOR_EXIT,,vdr-11413,False,False,valid,valid,missing,missing
FW000013935,2026-08-17 08:46:00,lpt-12103,172.16.140.102,,1433,445,TCP,ALLOW,4152530,12540150,SID679300,False,UNKNOWN,RU,lpt-12103,True,False,valid,valid,valid,valid
FW000016206,2026-09-03 14:32:09,vdr-10623,192.168.210.144,,,53,UDP,ALLOW,39086912,46064686,SID308763,False,,,vdr-10623,True,False,missing,valid,valid,valid
FW000018877,2026-08-10 11:04:43,lpt-10437,,,8443,,TCP,ALLOW,32216912,43208320,SID103513,False,,CN,lpt-10437,False,False,valid,invalid,valid,valid
FW000007613,2026-09-01 00:00:00,ws-10995,172.16.172.210,,53,3306,UDP,ALLOW,,6387566,SID341681,False,ALLOW_INTERNAL_DNS,,ws-10995,True,False,valid,valid,invalid,valid
FW000009770,2026-08-27 22:55:40,vdr-10042,,,8080,3306,UDP,ALLOW,,44859258,SID213540,False,,,vdr-10042,False,False,valid,valid,missing,valid
FW000020480,2026-08-02 23:59:07,ws-12018,,,443,25,TCP,DENY,5264107,17725348,SID266841,True,MONITOR_DB_ACCESS,IN,ws-12018,,,valid,valid,valid,valid
FW000019657,2026-08-16 12:22:32,ws-11523,,,445,443,TCP,DENY,15878884,30414937,,True,UNKNOWN,US,ws-11523,False,False,valid,valid,valid,valid
FW000010142,2026-08-30 00:00:00,,,156.60.5.21,135,,UDP,ALLOW,,29209493,SID822846,False,MONITOR_DB_ACCESS,CN,,False,True,valid,missing,invalid,valid
FW000026350,,vdr-11082,,10.189.31.0,80,,TCP,ALLOW,34550579,33777611,SID984415,False,UNKNOWN,RU,vdr-11082,False,True,valid,missing,valid,valid
FW000002890,2026-08-29 04:11:03,vdr-12052,,,3306,,TCP,ALLOW,25270755,,SID161506,False,,RU,vdr-12052,False,False,valid,invalid,valid,missing
FW000029533,2026-08-15 00:00:00,ws-11651,,217.210.203.196,8443,445,UDP,DENY,38941095,786432,,False,ALLOW_OFFICE_APPS,CN,ws-11651,False,True,valid,valid,valid,valid
FW000000789,2026-08-08 22:52:00,vdr-11874,172.16.52.25,22.208.74.168,3306,25,TCP,ALLOW,614591,37440203,SID871875,False,UNKNOWN,US,vdr-11874,True,True,valid,valid,valid,valid
FW000020593,2026-09-09 06:26:54,vdr-10057,113.80.238.139,181.210.60.126,8443,22,TCP,DENY,26050736,,,False,UNKNOWN,IN,vdr-10057,True,True,valid,valid,valid,missing
FW000019732,2026-08-17 18:26:00,vdr-10595,192.168.32.30,,25,,TCP,DENY,46539045,19854840,SID865029,False,MONITOR_DB_ACCESS,RU,vdr-10595,True,,valid,invalid,valid,valid
FW000027191,2026-09-07 00:00:00,ws-12365,192.168.217.188,172.16.199.97,1433,22,TCP,ALLOW,33900462,29389236,SID381703,False,,CN,ws-12365,True,True,valid,valid,valid,valid
FW000020538,2026-08-14 06:41:38,vdr-11618,,192.168.81.246,,1433,UDP,ALLOW,7278871,46776265,,False,BLOCK_TOR_EXIT,CN,vdr-11618,False,True,missing,valid,valid,valid
FW000019570,2026-08-05 00:00:00,ws-10812,192.168.20.105,,25,8443,UDP,ALLOW,14800755,,SID334851,False,,,ws-10812,True,False,valid,valid,valid,missing
FW000013637,2026-08-22 00:00:00,vdr-11644,172.16.204.163,,,,TCP,DENY,45274328,3764388,SID569084,False,ALLOW_WEB,RU,vdr-11644,True,,missing,missing,valid,valid
FW000003402,2026-08-25 18:06:31,lpt-10304,45.196.224.194,172.16.0.74,,,TCP,ALLOW,47524741,2091519,SID775294,False,BLOCK_EXTERNAL_RDP,IN,lpt-10304,True,True,invalid,invalid,valid,valid
FW000020102,2026-08-24 23:55:42,lpt-12672,172.16.112.226,,,,TCP,ALLOW,10571204,42617398,SID925606,False,,RU,lpt-12672,True,False,missing,invalid,valid,valid
FW000003378,2026-08-27 08:20:29,ws-11308,,,8443,,UDP,ALLOW,12368526,38183066,SID246581,False,MONITOR_DB_ACCESS,CN,ws-11308,False,False,valid,missing,valid,valid
FW000024160,2026-09-01 00:00:00,ws-12409,31.207.143.188,,,8080,TCP,DENY,13915847,4379098,SID964972,False,ALLOW_OFFICE_APPS,RU,ws-12409,True,False,invalid,valid,valid,valid
FW000000584,2026-08-05 00:28:04,lpt-10939,,221.237.107.190,,22,TCP,ALLOW,40318375,,SID730571,False,ALLOW_INTERNAL_DNS,US,lpt-10939,False,True,missing,valid,valid,missing
FW000009973,2026-09-09 04:21:28,ws-11739,192.168.125.167,192.168.185.174,445,22,TCP,ALLOW,49195334,,SID428598,False,ALLOW_WEB,IN,ws-11739,True,True,valid,valid,valid,invalid
FW000016734,2026-09-07 00:00:00,vdr-10309,,,,443,TCP,ALLOW,40817531,3792523,SID838315,False,ALLOW_WEB,US,vdr-10309,False,,invalid,valid,valid,valid
FW000020245,2026-09-06 03:42:00,,,172.16.111.80,53,53,UDP,ALLOW,49981,3750679,SID325397,False,ALLOW_INTERNAL_DNS,CN,,False,True,valid,valid,valid,valid
FW000026339,2026-09-02 19:51:30,ws-11354,,172.16.194.155,135,,TCP,ALLOW,,11293164,SID615712,False,ALLOW_INTERNAL_DNS,IN,ws-11354,,True,valid,missing,missing,valid
FW000019734,2026-08-23 00:00:00,,,23.136.100.206,25,443,UDP,ALLOW,37472970,15045028,,False,ALLOW_OFFICE_APPS,US,,False,True,valid,valid,valid,valid
FW000015198,2026-08-11 11:15:20,ws-11565,79.192.132.75,,25,,TCP,ALLOW,7938283,6440045,SID583338,False,ALLOW_OFFICE_APPS,RU,ws-11565,True,False,valid,invalid,valid,valid
FW000013898,2026-09-05 21:32:16,lpt-11919,197.217.61.162,25.52.190.166,3306,8080,UDP,ALLOW,26640503,37591450,SID331900,False,UNKNOWN,IN,lpt-11919,True,True,valid,valid,valid,valid
FW000027881,2026-09-03 09:23:28,lpt-10583,222.97.122.164,,22,80,UDP,ALLOW,4542796,36864092,SID160839,False,ALLOW_OFFICE_APPS,RU,lpt-10583,True,False,valid,valid,valid,valid
FW000000802,2026-08-10 20:13:33,vdr-10680,,113.122.214.96,80,3306,TCP,ALLOW,19063112,16001270,SID157488,False,ALLOW_INTERNAL_DNS,IN,vdr-10680,False,True,valid,valid,valid,valid
FW000029120,2026-08-16 18:22:20,vdr-12663,,,8443,80,TCP,ALLOW,16507228,,SID748537,False,DENY_TELNET,CN,vdr-12663,False,False,valid,valid,valid,missing
FW000027808,2026-08-04 16:45:25,vdr-10776,,,22,,TCP,ALLOW,1457548,,SID223479,False,BLOCK_TOR_EXIT,RU,vdr-10776,False,,valid,invalid,valid,missing
FW000009174,2026-08-24 23:19:01,vdr-11033,,,8443,135,TCP,ALLOW,47363867,35471329,SID961025,True,MONITOR_DB_ACCESS,IN,vdr-11033,False,False,valid,valid,valid,valid
FW000011651,2026-08-09 00:00:00,ws-10009,,32.120.72.170,445,8443,TCP,ALLOW,17966269,22397746,SID207639,False,DENY_TELNET,IN,ws-10009,False,True,valid,valid,valid,valid
FW000028370,2026-08-22 00:00:00,vdr-11639,,50.206.65.241,8080,1433,TCP,ALLOW,24933980,46648215,,False,MONITOR_DB_ACCESS,RU,vdr-11639,,True,valid,valid,valid,valid
FW000005174,2026-09-09 03:44:36,,,55.134.193.214,3389,445,TCP,ALLOW,,35810679,SID591827,False,,US,,False,True,valid,valid,missing,valid
FW000006500,2026-08-24 05:52:02,lpt-11882,,77.14.147.120,3306,443,UDP,DENY,46576845,11517695,SID134217,False,,,lpt-11882,,True,valid,valid,valid,valid
FW000022451,2026-08-16 00:00:00,ws-12901,,192.168.108.244,80,53,TCP,DENY,16148029,,SID938095,False,DENY_TELNET,RU,ws-12901,False,True,valid,valid,valid,missing
FW000016257,2026-08-18 16:00:42,lpt-10054,,,22,8080,TCP,DENY,11167192,11618236,SID331276,True,ALLOW_WEB,CN,lpt-10054,,False,valid,valid,valid,valid
FW000023101,2026-09-05 22:40:00,,172.16.153.78,,3306,135,TCP,ALLOW,,,SID203753,False,BLOCK_EXTERNAL_RDP,US,,True,,valid,valid,missing,invalid
FW000017353,2026-08-31 14:04:34,vdr-11934,,172.16.92.224,,8080,TCP,ALLOW,,,SID998855,False,,CN,vdr-11934,False,True,missing,valid,invalid,missing
FW000012848,2026-09-05 22:32:06,ws-10367,172.16.173.50,172.16.14.1,80,8080,TCP,ALLOW,34929708,5671369,SID501637,False,,RU,ws-10367,True,True,valid,valid,valid,valid
FW000019476,2026-08-13 00:54:08,,,192.168.10.213,,80,TCP,ALLOW,40062259,,SID887352,False,ALLOW_INTERNAL_DNS,CN,,False,True,invalid,valid,valid,missing
FW000018321,2026-09-03 21:52:25,lpt-10931.corp.local,,,443,8080,TCP,DENY,39499858,20040233,SID730756,False,MONITOR_DB_ACCESS,IN,lpt-10931,False,False,valid,valid,valid,valid
FW000007710,2026-09-08 00:00:00,ws-11897.corp.local,,172.16.31.184,445,53,TCP,ALLOW,48712143,1947924,SID522579,False,ALLOW_INTERNAL_DNS,RU,ws-11897,False,True,valid,valid,valid,valid
FW000006854,2026-09-04 12:24:32,vdr-10838,,,445,25,TCP,ALLOW,49420841,18245222,SID597471,False,BLOCK_TOR_EXIT,RU,vdr-10838,False,False,valid,valid,valid,valid
FW000002757,2026-09-04 21:44:20,lpt-10028,172.16.187.210,147.11.130.3,8443,,TCP,ALLOW,15912087,,SID554559,False,,UNKNOWN,lpt-10028,True,True,valid,invalid,valid,missing
FW000006459,2026-08-19 10:52:31,vdr-10688.corp.local,172.16.92.93,172.16.170.242,135,,UDP,ALLOW,9678513,48637147,SID417141,False,UNKNOWN,IN,vdr-10688,True,True,valid,missing,valid,valid
FW000027915,2026-08-28 04:36:00,lpt-10409,133.116.157.16,,8443,,TCP,ALLOW,,24420939,,False,ALLOW_OFFICE_APPS,IN,lpt-10409,True,False,valid,invalid,missing,valid
FW000014856,2026-08-18 00:00:00,vdr-12058,,216.207.60.196,,,TCP,ALLOW,42349754,30343107,SID926928,False,BLOCK_TOR_EXIT,RU,vdr-12058,False,True,missing,missing,valid,valid
FW000012810,2026-08-08 07:47:23,lpt-11834,102.18.89.131,,,3389,TCP,DENY,,6778984,SID965637,False,,UNKNOWN,lpt-11834,True,False,invalid,valid,invalid,valid
FW000014793,2026-09-03 23:37:18,vdr-10592,,,8443,,UDP,ALLOW,48985656,19805049,SID883630,False,MONITOR_DB_ACCESS,IN,vdr-10592,False,False,valid,invalid,valid,valid
FW000013807,2026-08-22 01:39:08,vdr-11482,,22.101.161.111,445,135,UDP,ALLOW,16744803,,SID457291,False,ALLOW_WEB,,vdr-11482,False,True,valid,valid,valid,missing
FW000018001,2026-09-09 00:55:55,vdr-11510,,80.174.69.95,,135,TCP,DENY,42538155,27097104,SID877938,False,DENY_TELNET,IN,vdr-11510,False,True,missing,valid,valid,valid
FW000006943,2026-09-04 22:18:36,vdr-12602,,182.160.40.28,1433,1433,TCP,DENY,18350080,40701532,SID235804,False,ALLOW_OFFICE_APPS,IN,vdr-12602,False,True,valid,valid,valid,valid
FW000029248,2026-08-11 23:06:52,ws-11469,,192.168.52.77,3389,80,TCP,ALLOW,8281482,14134226,SID394359,False,,CN,ws-11469,False,True,valid,valid,valid,valid
FW000002171,2026-08-09 02:32:37,,172.16.84.164,,,8443,UDP,ALLOW,34713762,26167665,SID175267,False,ALLOW_WEB,US,,True,False,missing,valid,valid,valid
FW000029395,2026-08-19 06:44:15,lpt-11326,,192.168.88.125,,,TCP,ALLOW,,178688,,False,BLOCK_TOR_EXIT,IN,lpt-11326,False,True,invalid,invalid,missing,valid
FW000005088,2026-08-11 05:51:55,ws-12614.corp.local,172.16.152.75,192.168.66.128,,,UDP,ALLOW,21171041,14685671,SID327075,False,ALLOW_INTERNAL_DNS,IN,ws-12614,True,True,invalid,missing,valid,valid
FW000012060,2026-08-08 11:37:05,lpt-11504,,20.209.185.126,3389,,TCP,ALLOW,28844989,2581067,SID602173,False,DENY_TELNET,RU,lpt-11504,False,True,valid,invalid,valid,valid
FW000008078,2026-08-18 00:40:26,lpt-10217,172.16.72.99,,,,UDP,ALLOW,17717073,49969567,SID899674,False,UNKNOWN,,lpt-10217,True,False,missing,invalid,valid,valid
FW000020478,2026-08-29 00:00:00,vdr-10975,172.16.62.229,192.168.144.163,,53,UDP,ALLOW,41024961,9392527,SID618935,False,DENY_TELNET,RU,vdr-10975,True,True,missing,valid,valid,valid
FW000022414,2026-08-31 17:53:24,ws-10564,,80.176.18.204,3306,22,ICMP,DENY,39229547,24154011,SID762695,False,ALLOW_INTERNAL_DNS,US,ws-10564,False,True,valid,valid,valid,valid
FW000005616,2026-09-09 04:29:53,vdr-12557,192.168.65.89,192.168.105.121,,,TCP,ALLOW,8717138,,,False,BLOCK_TOR_EXIT,RU,vdr-12557,True,True,invalid,missing,valid,missing
FW000013847,2026-08-07 00:00:00,lpt-12427,,,,3389,UDP,ALLOW,27660570,17799110,,False,BLOCK_EXTERNAL_RDP,,lpt-12427,False,False,missing,valid,valid,valid
FW000010975,,lpt-12954.corp.local,192.168.13.92,220.208.35.25,22,,UDP,ALLOW,22724698,29388063,SID247951,False,,RU,lpt-12954,True,True,valid,missing,valid,valid
FW000029670,2026-08-12 03:31:56,vdr-10698,33.32.89.22,154.97.204.32,,,TCP,ALLOW,23346196,40015363,SID491762,False,ALLOW_OFFICE_APPS,CN,vdr-10698,True,True,missing,invalid,valid,valid
FW000016113,2026-08-06 22:37:00,vdr-10096,,172.16.16.143,0,3389,TCP,ALLOW,491584,21219116,SID581431,False,ALLOW_OFFICE_APPS,CN,vdr-10096,False,True,valid,valid,valid,valid
FW000021049,2026-08-20 11:18:49,vdr-11003,173.173.127.166,,53,1433,TCP,ALLOW,45374439,13247962,SID582156,False,ALLOW_INTERNAL_DNS,RU,vdr-11003,True,False,valid,valid,valid,valid
FW000013445,2026-08-27 13:36:41,vdr-10069,192.168.53.123,,22,3389,TCP,ALLOW,41865054,1326218,SID431386,False,UNKNOWN,IN,vdr-10069,True,False,valid,valid,valid,valid
FW000013825,,vdr-11405,116.226.193.23,,,25,TCP,ALLOW,39947219,47408732,SID554247,False,ALLOW_INTERNAL_DNS,IN,vdr-11405,True,False,invalid,valid,valid,valid
FW000013377,2026-08-09 08:38:22,lpt-12974,164.135.154.80,45.37.74.39,,8080,TCP,DENY,49346073,30254276,SID922464,False,MONITOR_DB_ACCESS,IN,lpt-12974,True,True,missing,valid,valid,valid
FW000010068,2026-09-02 00:00:00,ws-10832,,,0,25,ICMP,ALLOW,37045584,,SID871066,False,DENY_TELNET,IN,ws-10832,False,False,valid,valid,valid,invalid
FW000009482,2026-08-05 23:52:48,ws-11422,,,22,,TCP,DENY,41243668,3066491,SID378940,False,,IN,ws-11422,False,False,valid,missing,valid,valid
FW000002402,2026-08-06 02:03:37,ws-11530.corp.local,,101.35.181.156,53,,UDP,ALLOW,11462724,10372327,SID406052,False,BLOCK_EXTERNAL_RDP,RU,ws-11530,False,True,valid,invalid,valid,valid
FW000008112,2026-09-01 07:45:00,lpt-11528,,52.223.202.23,8443,25,UDP,ALLOW,21080147,,SID686234,False,ALLOW_OFFICE_APPS,RU,lpt-11528,False,True,valid,valid,valid,missing
FW000012398,2026-08-25 00:00:00,ws-11743,167.154.140.188,172.16.25.9,1433,,UDP,ALLOW,32721419,30012304,SID856328,False,,IN,ws-11743,True,True,valid,invalid,valid,valid
FW000021923,2026-08-13 00:00:00,lpt-11107,,,135,0,UDP,ALLOW,2042021,14218691,SID776390,False,MONITOR_DB_ACCESS,RU,lpt-11107,False,,valid,valid,valid,valid
FW000015703,2026-08-06 21:40:43,lpt-11978,25.170.9.47,,25,,TCP,ALLOW,21096356,41008788,SID457253,False,ALLOW_WEB,,lpt-11978,True,False,valid,invalid,valid,valid
FW000011140,2026-08-03 08:08:48,,192.168.195.59,145.47.197.164,53,,ICMP,DENY,35351460,,SID639377,False,BLOCK_TOR_EXIT,UNKNOWN,,True,True,valid,missing,valid,missing
FW000028327,2026-08-02 03:50:00,vdr-12451,,19.76.246.81,3389,445,UDP,DENY,12391890,617716,,False,UNKNOWN,CN,vdr-12451,False,True,valid,valid,valid,valid
FW000001703,2026-09-04 01:53:26,lpt-11818,164.181.249.99,172.16.60.32,,,TCP,ALLOW,706772,13556745,SID400512,False,,CN,lpt-11818,True,True,missing,invalid,valid,valid
FW000021404,2026-08-10 23:34:45,ws-12680,25.122.167.59,22.113.107.92,3306,445,UDP,ALLOW,40415507,36402813,SID844652,False,ALLOW_WEB,CN,ws-12680,True,True,valid,valid,valid,valid
FW000005642,2026-08-09 16:55:00,lpt-12787,,,,135,TCP,ALLOW,,45073525,,False,DENY_TELNET,RU,lpt-12787,False,False,invalid,valid,missing,valid
FW000024808,2026-08-20 13:13:17,lpt-10171,,212.117.232.4,,135,TCP,DENY,36179799,470894,,False,BLOCK_EXTERNAL_RDP,,lpt-10171,False,True,missing,valid,valid,valid
FW000001125,2026-08-01 07:59:09,lpt-12351,,,1433,135,TCP,DENY,41991568,7948336,,False,ALLOW_OFFICE_APPS,CN,lpt-12351,False,False,valid,valid,valid,valid
FW000004522,2026-09-03 01:53:06,ws-10408,,,3389,53,TCP,ALLOW,46159091,,,False,MONITOR_DB_ACCESS,UNKNOWN,ws-10408,False,False,valid,valid,valid,missing
FW000015078,2026-08-13 23:37:50,vdr-12338,,172.16.125.193,,25,UDP,DENY,34498573,6164803,SID612179,False,,CN,vdr-12338,False,True,invalid,valid,valid,valid
FW000014440,2026-09-06 07:31:52,lpt-12702,221.235.132.241,192.168.187.152,0,443,TCP,DENY,280765,17421716,SID805422,False,BLOCK_EXTERNAL_RDP,CN,lpt-12702,True,True,valid,valid,valid,valid
FW000021145,2026-09-01 13:37:29,ws-10568,172.16.253.94,,135,53,TCP,ALLOW,18062555,,,False,,US,ws-10568,True,False,valid,valid,valid,invalid
FW000013004,2026-09-08 00:00:00,vdr-11653,192.168.166.201,135.62.88.230,,,TCP,ALLOW,11975536,39746574,SID667335,False,BLOCK_TOR_EXIT,CN,vdr-11653,True,True,invalid,missing,valid,valid
FW000019926,2026-08-30 03:11:35,,192.168.7.210,,,445,TCP,ALLOW,37360261,7862855,SID576367,False,UNKNOWN,,,True,False,missing,valid,valid,valid
FW000007765,2026-08-13 00:00:00,lpt-10822,,,,,UDP,ALLOW,33300251,19811723,SID113498,False,BLOCK_TOR_EXIT,US,lpt-10822,False,False,missing,missing,valid,valid
FW000022499,2026-08-16 22:37:00,ws-12668.corp.local,45.222.172.224,,,53,TCP,ALLOW,42303976,3019899,SID500205,False,BLOCK_EXTERNAL_RDP,IN,ws-12668,True,,invalid,valid,valid,valid
FW000009764,,ws-10344,,192.168.29.69,135,,UDP,ALLOW,,34689569,SID155212,False,BLOCK_EXTERNAL_RDP,RU,ws-10344,False,True,valid,missing,missing,valid
FW000023369,2026-08-26 08:38:35,lpt-12960,,192.168.238.162,8443,8443,TCP,ALLOW,302419,,,False,UNKNOWN,RU,lpt-12960,False,True,valid,valid,valid,missing
FW000009736,2026-08-06 08:20:49,lpt-11656,61.1.126.180,68.97.80.213,443,53,UDP,ALLOW,5200937,37612216,SID353709,False,UNKNOWN,IN,lpt-11656,True,True,valid,valid,valid,valid
FW000014159,2026-08-20 05:06:47,vdr-11142.corp.local,,172.16.114.20,445,,TCP,ALLOW,24931869,31311892,SID909341,False,BLOCK_TOR_EXIT,RU,vdr-11142,False,True,valid,missing,valid,valid
FW000018596,,ws-11132,192.168.169.165,192.168.183.246,445,53,TCP,ALLOW,26716532,,SID213992,False,MONITOR_DB_ACCESS,IN,ws-11132,True,True,valid,valid,valid,missing
FW000022675,,vdr-12367,,,25,135,UDP,ALLOW,32889130,2518949,SID612448,False,,UNKNOWN,vdr-12367,False,False,valid,valid,valid,valid
FW000011613,,vdr-12058,,,8080,22,TCP,ALLOW,,26918314,SID257467,False,ALLOW_INTERNAL_DNS,RU,vdr-12058,False,False,valid,valid,missing,valid
FW000003134,2026-09-05 15:31:00,ws-10393,,,135,3389,UDP,ALLOW,17066070,29809703,SID705901,False,BLOCK_TOR_EXIT,US,ws-10393,False,False,valid,valid,valid,valid
FW000004265,2026-09-06 18:58:00,vdr-11177.corp.local,,18.201.69.155,1433,445,UDP,ALLOW,,45667296,,False,ALLOW_OFFICE_APPS,CN,vdr-11177,False,True,valid,valid,missing,valid
FW000015330,2026-08-25 18:18:00,lpt-11432,192.168.242.207,31.133.144.53,8443,53,TCP,ALLOW,,4876113,SID689098,False,UNKNOWN,US,lpt-11432,True,True,valid,valid,missing,valid
FW000007973,,lpt-10948,192.168.22.64,172.16.219.65,80,,TCP,ALLOW,16774527,,SID538205,False,BLOCK_TOR_EXIT,UNKNOWN,lpt-10948,True,True,valid,invalid,valid,invalid
FW000004678,,ws-12606,,,445,8443,TCP,ALLOW,,3600666,SID742770,False,BLOCK_EXTERNAL_RDP,IN,ws-12606,False,False,valid,valid,invalid,valid
FW000019132,2026-08-08 00:00:00,vdr-11888,,,,22,UDP,ALLOW,,26808112,SID578908,False,BLOCK_EXTERNAL_RDP,IN,vdr-11888,False,False,invalid,valid,missing,valid
FW000023201,2026-08-16 09:25:59,,,172.16.197.17,53,135,ICMP,ALLOW,28959603,,SID552138,False,MONITOR_DB_ACCESS,IN,,False,True,valid,valid,valid,missing
FW000018492,2026-08-05 03:10:45,vdr-10343,25.134.221.175,,8080,,TCP,ALLOW,29988722,39523726,SID236752,False,BLOCK_TOR_EXIT,US,vdr-10343,True,False,valid,missing,valid,valid
FW000013321,,lpt-12755.corp.local,,,25,8080,TCP,DENY,32743506,,SID589607,True,ALLOW_WEB,CN,lpt-12755,False,False,valid,valid,valid,missing
FW000024541,2026-08-13 19:59:56,lpt-12429,209.146.209.110,172.16.14.165,1433,3389,UDP,ALLOW,27754691,31179927,SID337943,False,BLOCK_EXTERNAL_RDP,IN,lpt-12429,True,True,valid,valid,valid,valid
FW000016247,2026-09-05 13:49:17,vdr-11746,192.168.201.176,,1433,443,TCP,DENY,2783391,37547868,SID852800,False,BLOCK_EXTERNAL_RDP,CN,vdr-11746,True,False,valid,valid,valid,valid
FW000011881,2026-08-28 06:11:51,lpt-12840,172.16.250.227,,25,8080,ICMP,ALLOW,1952699,32156088,SID323076,False,DENY_TELNET,US,lpt-12840,True,False,valid,valid,valid,valid
FW000019419,2026-08-24 00:34:46,lpt-11753,,,25,3306,TCP,ALLOW,4468835,16055118,SID919685,False,ALLOW_INTERNAL_DNS,RU,lpt-11753,False,False,valid,valid,valid,valid
FW000024660,2026-08-02 00:00:00,vdr-12450,,,8443,,UDP,ALLOW,38050910,32422405,SID258354,False,MONITOR_DB_ACCESS,RU,vdr-12450,False,False,valid,missing,valid,valid
FW000007063,2026-08-17 23:42:00,ws-10045,196.140.230.48,172.16.169.186,3306,25,UDP,ALLOW,21210811,25813060,SID785409,False,BLOCK_EXTERNAL_RDP,UNKNOWN,ws-10045,True,True,valid,valid,valid,valid
FW000004664,2026-08-23 19:13:42,vdr-10735,,148.52.140.215,445,8443,UDP,ALLOW,,15354621,SID370907,False,ALLOW_INTERNAL_DNS,,vdr-10735,False,True,valid,valid,missing,valid
FW000022501,2026-08-11 19:11:40,ws-11437,,192.168.74.28,,80,TCP,DENY,39348678,46295419,,False,UNKNOWN,UNKNOWN,ws-11437,False,True,missing,valid,valid,valid
FW000025655,2026-08-24 14:32:50,lpt-11700,172.16.242.9,,,135,TCP,ALLOW,,22998468,,False,MONITOR_DB_ACCESS,,lpt-11700,True,False,missing,valid,missing,valid
FW000002368,2026-08-07 02:19:18,ws-12242,172.16.84.102,95.148.139.182,,,UDP,ALLOW,,,SID573284,False,MONITOR_DB_ACCESS,IN,ws-12242,True,True,invalid,missing,invalid,missing
FW000029247,2026-08-23 22:38:08,lpt-10981,192.168.66.4,172.16.187.21,3389,443,TCP,ALLOW,3659530,,SID120138,False,DENY_TELNET,,lpt-10981,True,True,valid,valid,valid,missing
FW000009722,2026-09-06 00:00:00,lpt-10811,,,,445,UDP,ALLOW,39738507,,SID574716,False,DENY_TELNET,,lpt-10811,False,False,missing,valid,valid,missing
FW000013929,2026-08-14 00:57:04,vdr-12286,14.208.233.252,172.16.97.178,53,8443,TCP,DENY,16749512,,SID675325,False,ALLOW_WEB,IN,vdr-12286,True,True,valid,valid,valid,invalid
